"cases","Rt","Rt2","p1","lwr","upr"
5808,1.1118697105469,1.11180988275451,1,1.08670072150572,1.13735327777858
6129,1.07432518869131,1.07427468161141,0.999999999945295,1.05106660593111,1.09786421096019
6243,1.08240057156466,1.08235289740212,0.999999999999933,1.05982760830479,1.10523507475174
7525,1.09444444444444,1.09439948848753,1,1.07255864211812,1.11657256688928
8644,1.12640096496959,1.1263576799613,1,1.10500932659672,1.14801568279699
8301,1.09182580760307,1.09178950068876,1,1.07213934687534,1.11170871575543
6974,0.977482631794033,0.977455802953451,0.00612466892568486,0.960151040632259,0.994989298588754
6396,0.906016137798403,0.905992799025935,0,0.889451132363962,0.922757149256171
5683,0.879193392090813,0.879169334233096,0,0.862177114891595,0.896402645894593
5010,0.896919120348502,0.896890477908617,0,0.878509023738949,0.915549672374845
4038,0.862016501843291,0.861987375935285,0,0.843144229869403,0.881132441841908
3041,0.820650329237662,0.820620402345175,0,0.801052282674733,0.840528126731368
2448,0.788071800810654,0.788039039318466,0,0.767081543778317,0.809400138507744
1709,0.755536895140128,0.755500019678067,0,0.732625252661366,0.778873969628004
1226,0.74784662406224,0.74779928813265,0,0.721718308151744,0.774536875597576
924,0.716886494519784,0.716831108531631,0,0.687626158542889,0.746892193925201
604,0.713656387665198,0.713580286889227,0,0.679290685463753,0.749060783491216
450,0.718228031953522,0.71811913078982,0,0.677477482592917,0.760435434038053
333,0.701213346814965,0.701073571203031,0,0.654106730922677,0.750338847310997
469,0.902667627974045,0.902268839470604,0.0042828155428114,0.835253687848585,0.973109446058045
403,0.962460063897764,0.961952727635384,0.171468129854716,0.888087468231427,1.04023571649312
424,1.07551867219917,1.07486270852761,0.965631181198705,0.993041538210976,1.16162817067831
341,0.901234567901235,0.900809326524713,0.00494501650485724,0.831633706289434,0.974074383862639
231,0.852739726027397,0.852324959914484,0.000107759890204395,0.782479655758891,0.926550139169126
167,0.741967871485944,0.74163429001128,3.14786641197884e-10,0.673438013854662,0.814545115026511
194,0.801082543978349,0.800523383420564,2.73395039163127e-05,0.717335722392919,0.890362456560007
181,0.915540540540541,0.914577627975564,0.068696238616243,0.812564560789851,1.02561666167382
144,0.957564575645756,0.956406717276282,0.239966139692212,0.84640091939292,1.07655992352633
155,0.92485549132948,0.923732884938746,0.108493921254235,0.814309543176818,1.04351405904412
138,0.910416666666667,0.909244352116333,0.077674140298199,0.797010068869457,1.03256100043203
170,1.05949656750572,1.05774165953807,0.807064192863687,0.926261711010045,1.20267256578957
169,1.03023758099352,1.02866756393001,0.676107184821266,0.90342056007339,1.16637598865389
155,1.0356394129979,1.0340998170891,0.707399701642365,0.91011741258749,1.17022223577493
159,0.977732793522267,0.976406762553621,0.362390993700265,0.859640453798005,1.10445582713859
129,0.917184265010352,0.916,0.0942082002211343,0.803479773678444,1.03958681561644
146,0.979683972911964,0.978199718706048,0.380542796559806,0.855067803454686,1.1139234425371
191,1.07373271889401,1.07192075796727,0.857075796125493,0.938665881099683,1.21884249567703
185,1.12017167381974,1.11834715164482,0.962692809465244,0.985264140063618,1.26453813999891
198,1.09961685823755,1.09804155720086,0.941979516097556,0.973707453332732,1.23393522402353
169,0.961672473867596,0.96056919400391,0.255948890514493,0.853182246894554,1.07756696474291
167,0.967391304347826,0.966229952563813,0.292385343385261,0.856340192084766,1.08615109345577
412,1.40074906367041,1.39843567592809,0.999999998968716,1.24991895250922,1.56037754765326
706,1.71791443850267,1.71567973311093,1,1.56666252237596,1.87589333310014
727,1.43579766536965,1.43479739578272,1,1.33548038468443,1.53981111609895
910,1.26991869918699,1.26934533883962,0.999999999999993,1.19373089911116,1.34858960139108
1087,1.16261203585147,1.16222340709144,0.999999957311627,1.09938778388591,1.22774482574984
1030,1.11123348017621,1.11092510205018,0.999967885991909,1.0545450129647,1.16954426846656
1353,1.14634952097787,1.14605605316383,0.9999999808475,1.09122399667524,1.20294713265485
2501,1.40749279538905,1.40713334053509,1,1.34694500197365,1.46940287822783
2979,1.39905814905815,1.3988051070798,1,1.34817187297983,1.4509107550208
3073,1.25171959607786,1.25156835848194,1,1.21225324009078,1.29185439980408
4107,1.18777037296855,1.18765982318989,1,1.15387442829485,1.22219262608332
4090,1.10936115759425,1.10927869296163,0.999999999999984,1.0798350641582,1.13932236909728
3895,1.07293700088731,1.07286710805026,0.9999999624667,1.04559989054744,1.10066299065625
5116,1.08344359907377,1.08337726234405,0.999999999897762,1.05684841409234,1.11040213541254
5115,1.07823830241966,1.07817762046957,0.999999999739628,1.05277450927725,1.10403705577136
4240,1.0244230496956,1.0243720082464,0.979334259596423,1.00082981976404,1.04832298448749
2989,0.853016377582752,0.852982837993073,0,0.832676946213774,0.873642907156041
2847,0.816267012313675,0.81623178720776,0,0.794955496584732,0.837911996848343
1935,0.77123858674077,0.771201577791836,0,0.748621080353296,0.79425996739687
1274,0.779307682408956,0.779258270477171,0,0.753391345639295,0.805748732473158
963,0.6889035667107,0.688860686353412,0,0.662068756467137,0.716396144266092
571,0.673058485139022,0.673001467637104,0,0.641338739995366,0.705728947503094
468,0.712962962962963,0.71285873192436,0,0.672811546831913,0.754541294265039
383,0.71028971028971,0.710145379671804,0,0.663025856046648,0.759552963539722
294,0.805203938115331,0.804909106876262,2.20687197405312e-08,0.744015528649922,0.869275008716052
235,0.796506550218341,0.796150910478683,1.34538729046341e-07,0.729050456498373,0.867533482256393
186,0.783991228070175,0.783563706035309,5.01059715163343e-07,0.709533379445889,0.862915839495046
137,0.78041958041958,0.77988134705985,5.2311619644918e-06,0.696952739009926,0.869574954486587
124,0.801075268817204,0.800335195530726,0.000227088217294336,0.70520881053747,0.904262423923101
62,0.722595078299776,0.721912461667131,3.71738454618686e-06,0.623805074595628,0.830335261929419
79,0.820433436532508,0.81907514450867,0.00829819577916013,0.693811958136999,0.959725992826248
58,0.750943396226415,0.749648052557485,0.00106330588743675,0.620839049572048,0.896203785546029
43,0.904522613065327,0.90174672489083,0.164224158504801,0.733376916424252,1.09656869254518
53,0.855555555555556,0.852860096485183,0.0770557628922826,0.683711184343213,1.05020666975426
35,0.850649350649351,0.847546259050684,0.0861039752586854,0.666794400585924,1.06107294801127
46,1.02290076335878,1.01746931067044,0.573221008359481,0.794479043205292,1.28376426994545
54,1.00746268656716,1.00230840258541,0.52434655647992,0.784080932244651,1.26246030066885
39,1.02962962962963,1.02428964252979,0.595618076569752,0.803175912054473,1.28763054694163
63,1.12230215827338,1.11620658949243,0.839268053088973,0.883135613529315,1.39278009414335
46,0.948717948717949,0.944797458300238,0.322941997610296,0.749950415533447,1.17434070593606
44,1.03378378378378,1.02887029288703,0.613556728454699,0.816028061694433,1.2803901245929
47,0.895424836601307,0.891902834008097,0.173315480865563,0.703624355493927,1.11425444024887
58,1.08759124087591,1.08175248419151,0.761369496701844,0.852742164585418,1.35395114848257
54,1.06711409395973,1.0619285120532,0.715873048661622,0.844551234030025,1.31855802621281
38,0.943396226415094,0.939594699922058,0.304073712413095,0.747224843070995,1.16589062652968
42,0.893333333333333,0.889760528488852,0.170783602577207,0.700126285228907,1.11408790432653
65,1.08208955223881,1.07617728531856,0.745252244077842,0.845785129409908,1.35055648959311
88,1.3448275862069,1.33689154568745,0.996735066881101,1.07362308086995,1.64758359639915
92,1.25641025641026,1.2511139401655,0.991541476991802,1.0328638638646,1.50308360953729
62,0.987755102040816,0.985032978183663,0.445887006114087,0.821606035310609,1.17126029473483
25,0.739669421487603,0.738315356959425,0.00103750480337883,0.605439419921103,0.890436165990293
3,0.502793296089385,0.502772002772003,2.04580090645834e-08,0.386258221414992,0.64029637682083
69,1.07777777777778,1.06908344733242,0.696057117926956,0.795480753512005,1.40747220125531
121,1.98969072164948,1.96886912325286,0.99999999399139,1.53683117632996,2.49563888145361
103,1.51813471502591,1.51093247588424,0.999997397029838,1.25620207890537,1.80478454048447
103,1.1160409556314,1.11316348195329,0.914145777567741,0.948136522737688,1.29892524462051
91,0.908256880733945,0.906547392462885,0.114682569820069,0.772324647688548,1.05697890639773
86,0.942760942760943,0.940720569752828,0.239385072212904,0.79638363891718,1.10332732812758
84,0.932142857142857,0.930031097290093,0.206796338089894,0.782929769777482,1.09636077140237
78,0.950191570881226,0.94783230109576,0.282064877654058,0.793665971299538,1.12287409633877
52,0.862903225806452,0.860902255639098,0.0566003220233606,0.713939054291416,1.02850835042909
61,0.892523364485981,0.890017411491584,0.126236118379996,0.72876230691526,1.075679689753
50,0.853403141361257,0.850877192982456,0.068017642581027,0.686539326779162,1.0417646989518
68,1.09815950920245,1.09315589353612,0.80686318786969,0.87978211467118,1.3431649433891
60,0.994413407821229,0.990644490644491,0.478870944437998,0.800977154718477,1.21155476710313
62,1.06741573033708,1.06306620209059,0.734443500395881,0.862433768724429,1.29664240930441
66,0.989473684210526,0.985956890920967,0.458988379489259,0.802060470814235,1.19921141725727
57,0.984042553191489,0.980528052805281,0.438210179582046,0.796505919319683,1.19410927668975
52,0.945945945945946,0.942655935613682,0.298856934930927,0.762686911648768,1.15189023953641
63,0.982857142857143,0.97909284195606,0.435951005582223,0.789146959999274,1.20074095927352
64,1.0406976744186,1.03640951694304,0.645830857681415,0.836518815918947,1.26980008758548
64,1.06703910614525,1.06271656271656,0.733885968875725,0.862648049998956,1.2955392649688
53,0.947643979057592,0.944444444444444,0.301849517452022,0.766836098227406,1.1504423272075
39,0.861878453038674,0.859150102810144,0.0862598454489288,0.689509699782527,1.05696434899298
45,0.878205128205128,0.874900714853058,0.133076683336432,0.690924203433306,1.09189390242624
42,0.91970802919708,0.91553748870822,0.248421720258387,0.713725477804442,1.15599695542342
41,1.01587301587302,1.01030421982336,0.550014478994713,0.784599332624123,1.28079592648205
34,0.9140625,0.909661835748792,0.240691424772756,0.702593285652646,1.15788654270413
39,0.974358974358974,0.968848996832101,0.42162235689831,0.742828508725767,1.24172690936887
24,0.850877192982456,0.846695557963164,0.120340928957006,0.639974163104495,1.09748771294256
25,0.907216494845361,0.901524777636595,0.253563388077443,0.668881512730235,1.18792907651513
24,0.829545454545455,0.824475524475525,0.117791213234635,0.597314254282352,1.10753209190363
40,1.21917808219178,1.20588235294118,0.896410076370389,0.876861209097781,1.62135987390452
29,1.04494382022472,1.03665283540802,0.616839952778526,0.768123081833398,1.36932756035388
2,0.763440860215054,0.759602649006623,0.0422715290921726,0.550818417393693,1.01873689260181
