"SE","start","end","cases","Rt","Rt2","p1","lwr","upr"
31,"2000-07-31","2000-08-06",6,0.767857142857143,0.761437908496732,0.0944233599044513,0.501646295138091,1.10393862767298
32,"2000-08-07","2000-08-13",8,0.744186046511628,0.736619718309859,0.100339101564693,0.454069340673606,1.12377861229187
33,"2000-08-14","2000-08-20",9,0.71875,0.709737827715356,0.110164247088306,0.400816756822009,1.1542860554999
34,"2000-08-21","2000-08-27",9,1.1304347826087,1.09487179487179,0.667267093961689,0.608297687583568,1.82539755929859
35,"2000-08-28","2000-09-03",7,0.961538461538462,0.938356164383562,0.443862413670393,0.525902713316994,1.54700484883338
36,"2000-09-04","2000-09-10",5,0.84,0.822274881516588,0.27574216490126,0.443704206426131,1.38787885248867
37,"2000-09-11","2000-09-17",3,0.714285714285714,0.701117318435754,0.155252329539508,0.343166798347819,1.25865526697225
38,"2000-09-18","2000-09-24",10,1.2,1.1412213740458,0.701692552072927,0.556113522096016,2.09701256049247
39,"2000-09-25","2000-10-01",5,1,0.964516129032258,0.5,0.482905190457889,1.72664431619004
40,"2000-10-02","2000-10-08",2,0.944444444444444,0.912903225806452,0.432083120220341,0.451317267288598,1.64507481406195
41,"2000-10-09","2000-10-15",5,0.705882352941177,0.69047619047619,0.172464225441218,0.309654204437671,1.31113934689939
42,"2000-10-16","2000-10-22",3,0.833333333333333,0.799065420560748,0.331811904907227,0.322601075088836,1.63214548146223
43,"2000-10-23","2000-10-29",12,2,1.81868131868132,0.969285827130079,0.842293883486779,3.54152535306737
44,"2000-10-30","2000-11-05",7,1.1,1.06140350877193,0.622385671247685,0.561621789292162,1.83288489028571
45,"2000-11-06","2000-11-12",6,1.13636363636364,1.09893048128342,0.670630961488171,0.602874578827594,1.84984328432324
46,"2000-11-13","2000-11-19",5,0.72,0.708530805687204,0.13997811926447,0.369867204237075,1.21806387124785
47,"2000-11-20","2000-11-26",7,1,0.964516129032258,0.5,0.482905190457889,1.72664431619004
48,"2000-11-27","2000-12-03",7,1.05555555555556,1.01612903225806,0.56603029978578,0.514612683647073,1.80809178986677
49,"2000-12-04","2000-12-10",9,1.21052631578947,1.16257668711656,0.733645372381942,0.615734573007774,2.01270192429829
50,"2000-12-11","2000-12-17",12,1.21739130434783,1.17692307692308,0.760056169150836,0.661906001423576,1.94847707834573
51,"2000-12-18","2000-12-24",11,1.14285714285714,1.11276595744681,0.698538399371424,0.655222998176142,1.7755872190528
52,"2000-12-25","2000-12-31",7,0.9375,0.919475655430712,0.39907631365286,0.544438808409781,1.45374310489689
1,"2001-01-01","2001-01-07",18,1.2,1.16932270916335,0.771489607294705,0.706149950217352,1.83161400454758
2,"2001-01-08","2001-01-14",51,2.11111111111111,2.05183946488294,0.999937671877547,1.37058093317548,2.98924912366462
3,"2001-01-15","2001-01-21",71,1.84210526315789,1.81825525040388,0.999994495072571,1.36817329468656,2.38131547054674
4,"2001-01-22","2001-01-28",200,2.3,2.28249336870027,1,1.86738608311686,2.77197810360746
5,"2001-01-29","2001-02-04",316,1.82298136645963,1.81735601082335,1,1.58403184712264,2.07779963927651
6,"2001-02-05","2001-02-11",375,1.51788756388416,1.51550881665604,0.999999999999999,1.36413799176412,1.67984966143272
7,"2001-02-12","2001-02-18",305,1.11784511784512,1.11689312228603,0.992203553790025,1.01940188747613,1.22124603775573
8,"2001-02-19","2001-02-25",201,0.884538152610442,0.88400802105527,0.00395581819047386,0.806519195179151,0.966752061975051
9,"2001-02-26","2001-03-04",302,0.917139614074915,0.916489587760306,0.0377856437070291,0.832052901644987,1.00700551699895
10,"2001-03-05","2001-03-11",371,1.08168316831683,1.08069498069498,0.94628831097486,0.981045179818826,1.18774041186034
11,"2001-03-12","2001-03-18",383,1.20823798627002,1.2071255176353,0.999983139797663,1.10264926236007,1.31898703699237
12,"2001-03-19","2001-03-25",519,1.20549242424242,1.2045750088663,0.999996611503782,1.10937449832042,1.30588091337865
13,"2001-03-26","2001-04-01",783,1.32364493322859,1.32275625306523,0.999999999999984,1.22920316234178,1.42172667480988
14,"2001-04-02","2001-04-08",1176,1.47062314540059,1.4698317396783,1,1.38108935579009,1.56299858833263
15,"2001-04-09","2001-04-15",1124,1.24414850686037,1.24373582051928,1,1.17930447032363,1.31083128822165
16,"2001-04-16","2001-04-22",1568,1.25462212131041,1.25428571428571,1,1.19601399669103,1.31471200331232
17,"2001-04-23","2001-04-29",2123,1.24482936918304,1.24456469068002,1,1.19275159970989,1.29808576877061
18,"2001-04-30","2001-05-06",2508,1.28743509865005,1.28721029820145,1,1.23945181929001,1.33637450749741
19,"2001-05-07","2001-05-13",2170,1.09711243748992,1.09698002136968,0.999999935760677,1.05971431483853,1.1352214703057
20,"2001-05-14","2001-05-20",1437,0.899132480517571,0.899051801760415,7.8131023872885e-10,0.86838876482983,0.930494002058787
21,"2001-05-21","2001-05-27",1152,0.778250204415372,0.778187651999755,0,0.749101761189193,0.80806522765764
22,"2001-05-28","2001-06-03",1211,0.798487077117041,0.798400861276685,0,0.764876011494352,0.832958975687667
23,"2001-06-04","2001-06-10",1187,0.934210526315789,0.934053467495314,0.00176988027698655,0.892037970758346,0.977498057621736
24,"2001-06-11","2001-06-17",804,0.901971830985915,0.901816197951498,1.13619695401024e-05,0.859488300466939,0.94563939137973
25,"2001-06-18","2001-06-24",738,0.852279825109307,0.852128614352051,3.98517996380576e-10,0.809419653948217,0.8964365332226
26,"2001-06-25","2001-07-01",515,0.753755954562111,0.753628164629401,0,0.711372620326809,0.797622962034729
27,"2001-07-02","2001-07-08",416,0.811375789985416,0.811167790125706,9.90109105813985e-11,0.760004079814448,0.864744351126623
28,"2001-07-09","2001-07-15",265,0.716596764529658,0.716418468906683,0,0.664609967960253,0.770985284664086
29,"2001-07-16","2001-07-22",235,0.765886287625418,0.765580958346383,5.20770759848688e-10,0.701713815329108,0.833451186666624
30,"2001-07-23","2001-07-29",144,0.703056768558952,0.702752418585638,2.49023024423423e-12,0.634426197349022,0.776043612635981
31,"2001-07-30","2001-08-05",110,0.759316770186335,0.758764284330815,1.97684227543071e-06,0.673291348279736,0.851622088248241
32,"2001-08-06","2001-08-12",112,0.748466257668712,0.7477695641091,1.24397208514093e-05,0.65134211573634,0.853829315611451
33,"2001-08-13","2001-08-19",102,0.885245901639344,0.883804014971079,0.0547577527655017,0.758878373132056,1.02298519411986
34,"2001-08-20","2001-08-26",87,0.929012345679012,0.927199385324625,0.178598865426339,0.790114262203498,1.08088279611263
35,"2001-08-27","2001-09-02",87,0.916943521594684,0.915047540305912,0.14878022756487,0.774543267519828,1.07325891033142
36,"2001-09-03","2001-09-09",74,0.898550724637681,0.896575033799009,0.110390974357467,0.752471178736547,1.05972765213944
37,"2001-09-10","2001-09-16",81,0.975806451612903,0.973182957393484,0.39308537966937,0.812151850891388,1.15656075809866
38,"2001-09-17","2001-09-23",49,0.84297520661157,0.841037493579866,0.0357623777333883,0.694933245711506,1.00798385787218
39,"2001-09-24","2001-09-30",56,0.911764705882353,0.909007912355447,0.18072572231241,0.741549628066918,1.10240934427627
40,"2001-10-01","2001-10-07",82,1.00537634408602,1.00166777851901,0.520670297706901,0.813735058884755,1.21990118829942
41,"2001-10-08","2001-10-14",71,1.11764705882353,1.11313868613139,0.865851318387412,0.909941446045511,1.34871434990172
42,"2001-10-15","2001-10-21",125,1.33014354066986,1.32471776589424,0.999139728760898,1.10361329618688,1.5786253731965
43,"2001-10-22","2001-10-28",90,1.02877697841727,1.0261744966443,0.631985061174878,0.867233586923622,1.20578361523969
44,"2001-10-29","2001-11-04",80,1.03146853146853,1.02892561983471,0.645670734643211,0.871756421336021,1.2062246598989
45,"2001-11-05","2001-11-11",101,0.91864406779661,0.916701813580768,0.156321882165785,0.774678169763829,1.07681168285509
46,"2001-11-12","2001-11-18",106,1.0590405904059,1.05621844882974,0.751078227452255,0.891807625619981,1.24224533259154
47,"2001-11-19","2001-11-25",122,1.14634146341463,1.14325964456003,0.954870448684925,0.973171390222393,1.33490851927362
48,"2001-11-26","2001-12-02",177,1.23100303951368,1.22796065077563,0.997517748061502,1.05932435718604,1.4163901297707
49,"2001-12-03","2001-12-09",273,1.41234567901235,1.40925868963396,0.999999957986458,1.23885215933254,1.59744900928959
50,"2001-12-10","2001-12-16",438,1.55244755244755,1.54992369740571,1,1.39387402986058,1.71950974460285
51,"2001-12-17","2001-12-23",505,1.36936936936937,1.36802529866479,0.999999999999616,1.25366888782659,1.49033593341036
52,"2001-12-24","2001-12-30",1179,1.74506578947368,1.74365951329705,1,1.62424932791483,1.87005015270775
1,"2001-12-31","2002-01-06",1527,1.51319509896324,1.51253900041208,1,1.43140383193288,1.59726440470836
2,"2002-01-07","2002-01-13",3523,1.93989411398318,1.93927779291023,1,1.85814614537519,2.02328595508436
3,"2002-01-14","2002-01-20",8147,2.11863862578263,2.11828140360733,1,2.05525628396382,2.18289857556452
4,"2002-01-21","2002-01-27",10035,1.64469197544897,1.6445727220207,1,1.60930072989972,1.68046029977654
5,"2002-01-28","2002-02-03",10756,1.33324118866621,1.33318840663169,1,1.30988548298614,1.35681128793709
6,"2002-02-04","2002-02-10",11215,1.10601976639712,1.10599097250718,1,1.08851230968664,1.12367988164373
7,"2002-02-11","2002-02-17",10176,1.004405423983,1.00438375530639,0.711130463724669,0.988928615706829,1.02001696192828
8,"2002-02-18","2002-02-24",11614,1.02668989330264,1.02666736654652,0.999612391164378,1.01098923659528,1.04252540859018
9,"2002-02-25","2002-03-03",12002,1.02384487198909,1.02382304933517,0.998837051035093,1.00838119703011,1.03943981049588
10,"2002-03-04","2002-03-10",15620,1.16110321969697,1.16107632043263,1,1.14428051059247,1.17805835326628
11,"2002-03-11","2002-03-17",14570,1.07533897441125,1.07531881273913,1,1.06061356325293,1.09017616755353
12,"2002-03-18","2002-03-24",9995,0.952431740614334,0.952416996744157,1.34470212742599e-12,0.939470653728122,0.965493753454456
13,"2002-03-25","2002-03-31",6368,0.76976483762598,0.769755607466461,0,0.758403902628592,0.781227018628981
14,"2002-04-01","2002-04-07",4701,0.680955613745838,0.680947570461663,0,0.669097441851936,0.692942330817757
15,"2002-04-08","2002-04-14",2869,0.661697683251044,0.661687128759873,0,0.647631364101599,0.675951818989025
16,"2002-04-15","2002-04-21",1725,0.666881905581863,0.666865444110658,0,0.649521331700668,0.6845266919584
17,"2002-04-22","2002-04-28",1051,0.607315761161915,0.607299888397359,0,0.58744133928999,0.627609682193865
18,"2002-04-29","2002-05-05",656,0.607971656333038,0.607945363175489,0,0.582527008681193,0.634107072949103
19,"2002-05-06","2002-05-12",547,0.656759906759907,0.656697127462045,0,0.622443161274746,0.692227315985774
20,"2002-05-13","2002-05-19",252,0.645519077196096,0.645430360804744,0,0.603856263391284,0.688928215511291
21,"2002-05-20","2002-05-26",143,0.647422680412371,0.647283494978972,0,0.595732665267984,0.701818018024077
22,"2002-05-27","2002-06-02",58,0.480891719745223,0.480919570690341,0,0.429022137383831,0.536754526583276
23,"2002-06-03","2002-06-09",53,0.560706401766004,0.560522696011004,2.35367281220533e-14,0.478896235644834,0.650983521458509
24,"2002-06-10","2002-06-16",59,0.669291338582677,0.668379833578072,2.09251362028873e-05,0.547377061203458,0.806688138109283
25,"2002-06-17","2002-06-23",35,0.864705882352941,0.861779722830051,0.0978188609026691,0.686821553296421,1.06677398981985
26,"2002-06-24","2002-06-30",32,0.857142857142857,0.853833192923336,0.10141090857619,0.668225761549947,1.07391778537249
27,"2002-07-01","2002-07-07",21,0.698412698412698,0.696270853778214,0.00453148439150231,0.52485844360343,0.903150573493722
28,"2002-07-08","2002-07-14",30,0.943181818181818,0.936363636363636,0.350741050170357,0.686562877550507,1.24678711451794
29,"2002-07-15","2002-07-21",15,0.795180722891566,0.79037037037037,0.0810357840152852,0.56450896445857,1.07389737382625
30,"2002-07-22","2002-07-28",17,0.939393939393939,0.930426716141002,0.361393541572893,0.648966755163579,1.29185644775198
31,"2002-07-29","2002-08-04",17,0.790322580645161,0.784023668639053,0.107488268871649,0.529666570226416,1.11465443789201
32,"2002-08-05","2002-08-11",17,1.04081632653061,1.02605459057072,0.579589237387178,0.682433152552857,1.48356894254179
33,"2002-08-12","2002-08-18",24,1.13725490196078,1.12052505966587,0.749616803291782,0.758765998819391,1.5986535280961
34,"2002-08-19","2002-08-25",17,1,0.988421052631579,0.499999999999999,0.677176441992255,1.39402006866571
35,"2002-08-26","2002-09-01",9,0.862068965517241,0.853684210526316,0.219720050889542,0.575028531986912,1.21814017875998
36,"2002-09-02","2002-09-08",4,0.6,0.597323600973236,0.0119098964290005,0.36902101898011,0.905875888522437
37,"2002-09-09","2002-09-15",9,0.733333333333333,0.723107569721116,0.131218767855522,0.402045697782968,1.18992546862953
38,"2002-09-16","2002-09-22",16,1.31818181818182,1.27005347593583,0.838881839821226,0.713866996069224,2.10844800117625
39,"2002-09-23","2002-09-29",15,1.37931034482759,1.33950617283951,0.909094972732203,0.816788329415151,2.08881234482558
40,"2002-09-30","2002-10-06",18,1.225,1.20090634441088,0.83130048157344,0.778955590383197,1.77717682869998
41,"2002-10-07","2002-10-13",38,1.44897959183673,1.42307692307692,0.978365868712696,0.97878835454969,2.01092827513503
42,"2002-10-14","2002-10-20",36,1.29577464788732,1.28065630397237,0.950669558503463,0.931542305552845,1.72250009858679
43,"2002-10-21","2002-10-27",48,1.32608695652174,1.31392235609103,0.980213338568742,0.995681632699206,1.70546772276757
44,"2002-10-28","2002-11-03",57,1.15573770491803,1.1484295845998,0.879795171133824,0.895774820316485,1.4515496085523
45,"2002-11-04","2002-11-10",77,1.29078014184397,1.28314310798946,0.988912283824552,1.02501519799145,1.58859643232817
46,"2002-11-11","2002-11-17",147,1.54395604395604,1.53612815269257,0.999998108631673,1.27092159814341,1.8433180506674
47,"2002-11-18","2002-11-24",179,1.43416370106762,1.42961487383798,0.999998566895244,1.22491033632347,1.66017522840993
48,"2002-11-25","2002-12-01",252,1.43424317617866,1.43106646058733,0.999999989570266,1.25815880699057,1.62204993517385
49,"2002-12-02","2002-12-08",229,1.14186851211073,1.1403451995685,0.990153947656041,1.01842207665006,1.27298779727093
50,"2002-12-09","2002-12-15",163,0.975757575757576,0.974768474768475,0.328801064827952,0.873201541642349,1.08477854640481
51,"2002-12-16","2002-12-22",101,0.765527950310559,0.764962231260895,3.62168463785562e-06,0.678986329386829,0.858359370049674
52,"2002-12-23","2002-12-29",113,0.764705882352941,0.763969658659924,4.06506076644497e-05,0.666418139951316,0.871199688821469
1,"2002-12-30","2003-01-05",2,0.572944297082228,0.572679220350182,1.38773437186046e-11,0.482354591953242,0.673732308408471
2,"2003-01-06","2003-01-12",4,0.550925925925926,0.550603795284646,4.52758661673158e-08,0.436765162007242,0.682716955944057
3,"2003-01-13","2003-01-19",6,0.100840336134454,0.10539979231568,0,0.0540719988045392,0.175626700358235
4,"2003-01-20","2003-01-26",15,2.08333333333333,1.92056074766355,0.985591640172061,0.955872813339158,3.55160092815755
5,"2003-01-27","2003-02-02",11,1.28,1.239336492891,0.825159023508157,0.719307100562836,2.00559914226142
6,"2003-02-03","2003-02-09",15,1.28125,1.24906367041199,0.855607859792947,0.773286489143975,1.92113260332059
7,"2003-02-10","2003-02-16",6,0.780487804878049,0.771386430678466,0.144392140207053,0.473392231435536,1.18196585838296
8,"2003-02-17","2003-02-23",5,0.8125,0.799625468164794,0.213521428251628,0.462100924819277,1.28289572704449
9,"2003-02-24","2003-03-02",4,0.576923076923077,0.573059360730594,0.0403452338759964,0.287355246476241,1.00491306833919
10,"2003-03-03","2003-03-09",3,0.8,0.774809160305344,0.278598546981812,0.341602812048817,1.49553452000218
11,"2003-03-10","2003-03-16",5,1,0.948598130841122,0.5,0.404364339849127,1.8908340920605
12,"2003-03-17","2003-03-23",2,0.833333333333333,0.799065420560748,0.331811904907227,0.322601075088836,1.63214548146223
13,"2003-03-24","2003-03-30",2,0.9,0.851648351648352,0.407264709472656,0.32266059702609,1.81455763967688
14,"2003-03-31","2003-04-06",2,0.666666666666667,0.644578313253012,0.21197509765625,0.20505985063117,1.48454846621191
15,"2003-04-07","2003-04-13",2,1,0.906779661016949,0.5,0.269003543148946,2.22655145397012
16,"2003-04-14","2003-04-20",1,0.833333333333333,0.771186440677966,0.376953125,0.210520416094337,1.94715303767725
17,"2003-04-21","2003-04-27",3,1.2,1.04901960784314,0.623046875,0.300384281397535,2.65894903008152
18,"2003-04-28","2003-05-04",3,1.16666666666667,1.04237288135593,0.61279296875,0.329117704106791,2.50417147567988
19,"2003-05-05","2003-05-11",2,1.14285714285714,1.03731343283582,0.604736328125,0.354285043561886,2.38213220007668
20,"2003-05-12","2003-05-18",0,0.625,0.606666666666667,0.19384765625,0.173854168883891,1.46559597743303
21,"2003-05-19","2003-05-25",0,0.4,0.42156862745098,0.109375,0.0615388346397246,1.28641893003927
22,"2003-05-26","2003-06-01",0,0,0.203703703703704,0,0.000961917828698907,1.0267657020401
23,"2003-06-02","2003-06-08",1,Inf,1.22727272727273,1,0.0585264792923813,5.69538323475834
24,"2003-06-09","2003-06-15",1,2,1.13157894736842,0.75,0.125024960102214,4.27148813375727
25,"2003-06-16","2003-06-22",0,1,0.796296296296296,0.5,0.0992947463243434,2.75822810340936
26,"2003-06-23","2003-06-29",0,0.5,0.5,0.25,0.0330635817480776,1.9273441383673
27,"2003-06-30","2003-07-06",0,0,0.289473684210526,0,0.00125985660881927,1.51869199281924
28,"2003-07-07","2003-07-13",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
29,"2003-07-14","2003-07-20",1,Inf,1.22727272727273,1,0.0585264792923813,5.69538323475834
30,"2003-07-21","2003-07-27",0,1,0.710526315789474,0.5,0.0422361427659957,2.93984307673885
31,"2003-07-28","2003-08-03",1,2,1.13157894736842,0.75,0.125024960102214,4.27148813375727
32,"2003-08-04","2003-08-10",0,0.5,0.5,0.25,0.0330635817480776,1.9273441383673
33,"2003-08-11","2003-08-17",0,1,0.710526315789474,0.5,0.0422361427659957,2.93984307673885
34,"2003-08-18","2003-08-24",0,0,0.289473684210526,0,0.00125985660881927,1.51869199281924
35,"2003-08-25","2003-08-31",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
36,"2003-09-01","2003-09-07",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
37,"2003-09-08","2003-09-14",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
38,"2003-09-15","2003-09-21",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
39,"2003-09-22","2003-09-28",0,NA,0.5,0.5,0.00182406834264431,2.78882387282151
40,"2003-09-29","2003-10-05",1,Inf,1.22727272727273,1,0.0585264792923813,5.69538323475834
41,"2003-10-06","2003-10-12",0,1,0.710526315789474,0.5,0.0422361427659957,2.93984307673885
42,"2003-10-13","2003-10-19",0,1,0.710526315789474,0.5,0.0422361427659957,2.93984307673885
43,"2003-10-20","2003-10-26",0,0,0.289473684210526,0,0.00125985660881927,1.51869199281924
44,"2003-10-27","2003-11-02",2,Inf,1.95454545454545,1,0.169246978470811,8.47700963599744
45,"2003-11-03","2003-11-09",3,2.5,1.68518518518519,0.890625,0.366763341267145,5.15877323789898
46,"2003-11-10","2003-11-16",4,1.8,1.51960784313725,0.8665771484375,0.50383311381693,3.66095035125955
47,"2003-11-17","2003-11-23",8,1.66666666666667,1.51204819277108,0.894980192184448,0.647605472805937,3.08384992629398
48,"2003-11-24","2003-11-30",4,1.06666666666667,1.01908396946565,0.572232224047184,0.483884852926363,1.89726417549973
49,"2003-12-01","2003-12-07",12,1.5,1.42086330935252,0.900204566540196,0.738541033466969,2.51285190087829
50,"2003-12-08","2003-12-14",3,0.791666666666667,0.775862068965517,0.220399533671298,0.407971237655281,1.33118459819874
51,"2003-12-15","2003-12-21",3,0.947368421052632,0.917177914110429,0.43396970021422,0.462653416196755,1.63006343338211
52,"2003-12-22","2003-12-28",9,0.833333333333333,0.809677419354839,0.298307447927073,0.388565492975761,1.48150254675579
1,"2003-12-29","2004-01-04",26,2.53333333333333,2.36259541984733,0.999402439839996,1.29492475132859,4.0776107878218
2,"2004-01-05","2004-01-11",19,1.42105263157895,1.38888888888889,0.953526528441029,0.905357724000607,2.05243914303683
3,"2004-01-12","2004-01-18",16,1.12962962962963,1.11399548532731,0.743872563885077,0.762365285043706,1.5752906737688
4,"2004-01-19","2004-01-25",25,0.983606557377049,0.972945891783567,0.463657510544942,0.671893598152988,1.36290775653147
5,"2004-01-26","2004-02-01",29,1.16666666666667,1.15173116089613,0.81065616865344,0.806536752343683,1.59825493135864
6,"2004-02-02","2004-02-08",12,0.942857142857143,0.934325744308231,0.365394719717905,0.65898265008806,1.28538787695264
7,"2004-02-09","2004-02-15",16,0.863636363636364,0.85621521335807,0.207642590656266,0.591777416429445,1.1964680135177
8,"2004-02-16","2004-02-22",11,0.684210526315789,0.679871520342612,0.0321064033135654,0.44246164187556,0.993314245379599
9,"2004-02-23","2004-02-29",21,1.23076923076923,1.20588235294118,0.834082822700042,0.778202766447198,1.79213024166604
10,"2004-03-01","2004-03-07",28,1.25,1.22911392405063,0.877054342693658,0.830298916223534,1.75959170970944
11,"2004-03-08","2004-03-14",6,0.916666666666667,0.907331975560081,0.319884684321475,0.619772649742398,1.28120974277341
12,"2004-03-15","2004-03-21",9,0.781818181818182,0.774944567627494,0.111438827291688,0.509783374778538,1.12517450555342
13,"2004-03-22","2004-03-28",12,0.627906976744186,0.623943661971831,0.0266446819082569,0.373570949179177,0.969361425146096
14,"2004-03-29","2004-04-04",9,1.11111111111111,1.08149779735683,0.65556011963833,0.627756496939482,1.74352212857065
15,"2004-04-05","2004-04-11",3,0.8,0.786852589641434,0.205051358187346,0.444968376786691,1.28212170907036
16,"2004-04-12","2004-04-18",3,0.625,0.618226600985222,0.0716533271479423,0.307332945690833,1.0932647093928
17,"2004-04-19","2004-04-25",2,0.533333333333333,0.530534351145038,0.0669002532958984,0.204327602091613,1.08863525362935
18,"2004-04-26","2004-05-02",3,1,0.926666666666667,0.5,0.324352092374308,2.08036441370176
19,"2004-05-03","2004-05-09",3,1,0.926666666666667,0.5,0.324352092374308,2.08036441370176
20,"2004-05-10","2004-05-16",6,1.5,1.35333333333333,0.820358276367187,0.536701770442102,2.88761852620575
21,"2004-05-17","2004-05-23",3,1,0.948598130841122,0.5,0.404364339849127,1.8908340920605
22,"2004-05-24","2004-05-30",1,0.833333333333333,0.799065420560748,0.331811904907227,0.322601075088836,1.63214548146223
23,"2004-05-31","2004-06-06",0,0.4,0.412087912087912,0.046142578125,0.108078147213482,1.00678066056733
24,"2004-06-07","2004-06-13",5,1.5,1.24418604651163,0.74609375,0.34023400812162,3.28440183769138
25,"2004-06-14","2004-06-20",4,1.5,1.3135593220339,0.78802490234375,0.452637941570022,3.05585942781149
26,"2004-06-21","2004-06-27",3,1.33333333333333,1.22289156626506,0.74827766418457,0.495964933291259,2.55508095364157
27,"2004-06-28","2004-07-04",1,0.666666666666667,0.649532710280374,0.179641723632813,0.242728963804602,1.37148722086223
28,"2004-07-05","2004-07-11",2,0.75,0.713333333333333,0.29052734375,0.222669269078148,1.67197140682342
29,"2004-07-12","2004-07-18",1,0.666666666666667,0.635593220338983,0.25390625,0.154357288240339,1.66519148064618
30,"2004-07-19","2004-07-25",0,0.75,0.686046511627907,0.34375,0.130221321042505,2.00905347271364
31,"2004-07-26","2004-08-01",4,1.66666666666667,1.3,0.7734375,0.308953809081507,3.70346099927016
32,"2004-08-02","2004-08-08",8,2.4,1.99019607843137,0.961593627929688,0.714171351359965,4.65550376398262
33,"2004-08-09","2004-08-15",4,1.33333333333333,1.24766355140187,0.778965830802917,0.571399248945088,2.40457896908145
34,"2004-08-16","2004-08-22",1,0.8125,0.787769784172662,0.285794094204903,0.358404930122834,1.49129913878185
35,"2004-08-23","2004-08-29",5,0.769230769230769,0.743478260869565,0.261733531951904,0.303784568623319,1.50138475683956
36,"2004-08-30","2004-09-05",1,0.7,0.675824175824176,0.227249145507812,0.233321920355675,1.49519001715538
37,"2004-09-06","2004-09-12",4,1.42857142857143,1.27611940298507,0.772750854492188,0.46850362505902,2.84918465788789
38,"2004-09-13","2004-09-19",7,1.2,1.11538461538462,0.668188095092773,0.461070314220281,2.28898959322114
39,"2004-09-20","2004-09-26",5,1.33333333333333,1.24766355140187,0.778965830802917,0.571399248945088,2.40457896908145
40,"2004-09-27","2004-10-03",4,1,0.960431654676259,0.5,0.460452908408408,1.77156818125123
41,"2004-10-04","2004-10-10",5,0.875,0.845323741007194,0.355535551905632,0.392219067087531,1.58492928801851
42,"2004-10-11","2004-10-17",9,1.28571428571429,1.21544715447154,0.763435170054436,0.585805283833025,2.257133062893
43,"2004-10-18","2004-10-24",4,1,0.964516129032258,0.5,0.482905190457889,1.72664431619004
44,"2004-10-25","2004-10-31",14,1.5,1.42903225806452,0.912914426364637,0.771320130050521,2.45656660044556
45,"2004-11-01","2004-11-07",21,1.44444444444444,1.39867841409692,0.931983802561054,0.842378418838869,2.20512690364869
46,"2004-11-08","2004-11-14",17,1.33333333333333,1.30495356037152,0.914878802476963,0.849706636572356,1.92799083866585
47,"2004-11-15","2004-11-21",28,1.26923076923077,1.24941451990632,0.902325470297711,0.85864589679609,1.76348238566502
48,"2004-11-22","2004-11-28",19,0.96969696969697,0.960111317254174,0.430155339308216,0.671882842120027,1.32997133499107
49,"2004-11-29","2004-12-05",28,1.171875,1.15774378585086,0.82544241681161,0.820520805505112,1.59047955620152
50,"2004-12-06","2004-12-12",27,0.986666666666667,0.977905073649755,0.467262492708551,0.70121914017836,1.3275318646008
51,"2004-12-13","2004-12-19",19,1,0.990878938640133,0.5,0.709785271801975,1.34652562329107
52,"2004-12-20","2004-12-26",30,1.02702702702703,1.01741293532338,0.565038514485679,0.730598709716232,1.38010846990096
1,"2004-12-27","2005-01-02",20,0.907894736842105,0.90064620355412,0.279910568855398,0.64210704234017,1.22742001204809
2,"2005-01-03","2005-01-09",17,0.971014492753623,0.961811722912966,0.431707615150997,0.678623094952684,1.32326266303132
3,"2005-01-10","2005-01-16",6,0.641791044776119,0.638939670932358,0.0105432028565688,0.426799453497477,0.91380145491159
4,"2005-01-17","2005-01-23",10,0.767441860465116,0.759154929577465,0.124022870946264,0.470256228163506,1.15457418234463
5,"2005-01-24","2005-01-30",13,0.878787878787879,0.863636363636364,0.304460357702415,0.510261983517437,1.36556298756906
6,"2005-01-31","2005-02-06",12,1.20689655172414,1.17489711934156,0.775018731854888,0.703841638913697,1.85222923502947
7,"2005-02-07","2005-02-13",24,1.4,1.3659793814433,0.938073470269099,0.872856316591662,2.05144699801303
8,"2005-02-14","2005-02-20",6,0.857142857142857,0.847394540942928,0.230396236359486,0.550152167173917,1.24517329206343
9,"2005-02-21","2005-02-27",9,0.928571428571429,0.914985590778098,0.368777154492162,0.579609075790722,1.37283517599741
10,"2005-02-28","2005-03-06",9,0.615384615384615,0.611455108359133,0.0279486133498557,0.354934135645152,0.971171684209066
11,"2005-03-07","2005-03-13",7,1.04166666666667,1.01231527093596,0.557283251356743,0.56173138522074,1.68521659908482
12,"2005-03-14","2005-03-20",7,0.92,0.898104265402844,0.385433497286514,0.49333356384301,1.5006781646306
13,"2005-03-21","2005-03-27",13,1.17391304347826,1.13589743589744,0.715913793575417,0.6350788292136,1.88696063936565
14,"2005-03-28","2005-04-03",5,0.925925925925926,0.905286343612335,0.389883965276538,0.509666950824126,1.48591780237642
15,"2005-04-04","2005-04-10",10,1.12,1.08767772511848,0.661095680428769,0.618440611442963,1.78162895704695
16,"2005-04-11","2005-04-17",6,0.75,0.738297872340426,0.156163403736635,0.403592636056266,1.23048026647441
17,"2005-04-18","2005-04-24",17,1.57142857142857,1.50558659217877,0.950814675779754,0.856592819339734,2.48846518694633
